name,appid,categories,genres,metacritic
家园/HOME,1051170,['Single-player'],"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']",'metacritic'
Reel Fishing: Road Trip Adventure,1051190,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'RPG', 'Sports']",'metacritic'
Trover Saves the Universe,1051200,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']","['Action', 'Adventure', 'Indie']",'metacritic'
Sageball,1051210,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']","['Indie', 'Sports']",'metacritic'
busy spider,1051220,"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Strategy']",'metacritic'
Try To Survive,1051250,['Single-player'],"['Action', 'Adventure', 'Indie', 'Simulation']",'metacritic'
Forklift: Simulator,1051260,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Indie', 'Simulation']",'metacritic'
Logistics Expert,1051270,"['Single-player', 'Steam Cloud']","['Indie', 'Simulation']",'metacritic'
Real Life Battle Royale: It's gonna be an... EPIC game,1047670,['Single-player'],"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",'metacritic'
ALILIA,1047680,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action', 'Adventure', 'Indie', 'RPG']",'metacritic'
Dolphin Swim,1047720,"['Single-player', 'Steam Achievements', 'Steam Leaderboards']","['Casual', 'Free to Play', 'Indie']",'metacritic'
Drifted Tales,1047730,['Single-player'],"['Adventure', 'Indie']",'metacritic'
Chili The Chipmunk Pinball Adventure,1047750,"['Single-player', 'Partial Controller Support']","['Action', 'Casual', 'Free to Play', 'Indie']",'metacritic'
Die Already,1047780,"['Single-player', 'Steam Achievements']",['Action'],'metacritic'
Ladderhead,1047800,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure', 'Indie']",'metacritic'
Tropia,1047810,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",'metacritic'
DARK FABLE,1047830,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Casual', 'Indie', 'Sports']",'metacritic'
The Volcano,1047840,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
Narwhal Heist,1047850,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
Dunrog,1047860,['Single-player'],"['Action', 'Adventure', 'Indie', 'RPG']",'metacritic'
Something Ate My Alien,1047870,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
Slow.Bullet VR,1047910,"['Multi-player', 'Co-op', 'Shared/Split Screen', 'Remote Play Together']","['Action', 'Free to Play', 'Indie']",'metacritic'
White Sun,1047920,['Single-player'],['RPG'],'metacritic'
Templum de Malum,1047930,"['Single-player', 'Steam Achievements']","['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",'metacritic'
GUILT: The Deathless,1047950,"['Single-player', 'Multi-player', 'PvP', 'Co-op', 'Online Co-op', 'Full controller support']","['Action', 'Adventure', 'Indie', 'RPG']",'metacritic'
TOK 2,1047960,"['Single-player', 'Steam Achievements']","['Casual', 'Indie', 'Early Access']",'metacritic'
Monster Girl Fantasy,1048000,['Single-player'],"['Adventure', 'Indie', 'RPG']",'metacritic'
Harvest Moon: Mad Dash,1048020,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",['Casual'],'metacritic'
Exosphere,1048040,['Single-player'],"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",'metacritic'
aMAZE Easter,1048080,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie']",'metacritic'
The Fifth Horseman,1048090,"['Single-player', 'Steam Achievements']","['Indie', 'RPG']",'metacritic'
Peekaboo,1048100,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']","['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",'metacritic'
TimeFall,1047340,['Single-player'],"['Casual', 'Indie']",'metacritic'
Asteroid Wars,1047350,['Single-player'],"['Indie', 'Strategy']",'metacritic'
MMA Arena,1047380,"['Single-player', 'Steam Achievements', 'Steam Cloud']",['Sports'],'metacritic'
Steambirds Alliance Open Beta,1047410,"['Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",'metacritic'
Zulin Time,1047430,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Adventure', 'Indie']",'metacritic'
DATE A LIVE: Rio Reincarnation,1047440,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",['Simulation'],'metacritic'
Miner Lou,1047480,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']","['Free to Play', 'Indie', 'RPG', 'Strategy']",'metacritic'
Drift Live,1047490,"['Single-player', 'Steam Achievements', 'Full controller support']","['Racing', 'Simulation', 'Sports']",'metacritic'
Sovereign's Will,1047560,['Single-player'],"['Indie', 'RPG', 'Simulation', 'Strategy']",'metacritic'
Ghost Grab 3000,1047580,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['Action', 'Indie']",'metacritic'
Senity: The Game,1047600,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Turn Notifications']","['Action', 'Casual']",'metacritic'
Revenis Prologue 01,1047610,['Single-player'],['Indie'],'metacritic'
Rasen no Sora,1047620,['Single-player'],"['Indie', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
Helios,1047640,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']","['Adventure', 'Casual', 'Massively Multiplayer']",'metacritic'
Dissection Simulator: Frog Edition,1046910,'categories',['Education'],'metacritic'
Bushiden,1046920,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Action', 'Adventure', 'Indie']",'metacritic'
Dota Underlords,1046930,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']","['Casual', 'Free to Play', 'Strategy']",'metacritic'
Bomb Sworders,1046970,"['Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']","['Action', 'Indie']",'metacritic'
HORGIHUGH (ホーギーヒュー),1046980,"['Single-player', 'Partial Controller Support']",['Action'],'metacritic'
Synergia,1047010,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",'metacritic'
Dice Keeper,1047020,['Single-player'],"['Casual', 'Indie', 'Strategy', 'Early Access']",'metacritic'
Choice of the Dragon,1044630,"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']","['Adventure', 'Indie', 'RPG']",'metacritic'
Mundus - Impossible Universe,1044640,['Single-player'],"['Action', 'Casual', 'Indie', 'Strategy']",'metacritic'
Primal Forge,1044690,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action', 'Adventure', 'RPG', 'Early Access']",'metacritic'
Forsaken Realm,1044700,"['Single-player', 'Steam Achievements']","['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
Spacer: Legacies,1278200,"['Single-player', 'Steam Achievements', 'Steam Cloud']",['Strategy'],'metacritic'
Space Raiders in Space,1278210,"['Single-player', 'Steam Achievements']","['Action', 'Indie', 'Strategy', 'Early Access']",'metacritic'
DENIAL,1278230,['Single-player'],['Indie'],'metacritic'
Fire Rescue Simulator,1278270,['Single-player'],"['Action', 'Adventure', 'Casual', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
xDasher,1278290,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together']","['Action', 'Casual', 'Indie']",'metacritic'
Clam Man 2 - Open Mic,1278360,['Single-player'],"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG']",'metacritic'
Clam Man 2 - Headliner,1278380,['Single-player'],"['Adventure', 'Casual', 'Indie', 'RPG']",'metacritic'
Succumate,1278390,"['Single-player', 'Steam Cloud']","['Adventure', 'Indie', 'RPG']",'metacritic'
Warehouse attack,1278430,['Single-player'],"['Action', 'Adventure', 'Indie', 'RPG']",'metacritic'
Smart Game Booster,1278480,'categories',['Utilities'],'metacritic'
Tower! 3D,1278500,['Single-player'],"['Indie', 'Simulation']",'metacritic'
Sky Seeker,1278520,['Single-player'],"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",'metacritic'
Dustoff Z,1277840,"['Single-player', 'Steam Achievements', 'Full controller support']",['Action'],'metacritic'
シューフォーズ,1277870,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play Together']","['Action', 'Casual', 'Sports']",'metacritic'
The Adventures of Kincaid,1277880,"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Adventure', 'Indie']",'metacritic'
Archer VR,1277900,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Simulation', 'Early Access']",'metacritic'
The Blocky Ages,1277920,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']","['Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",'metacritic'
Heart's Medicine - Season One,1277950,"['Single-player', 'Steam Achievements']","['Adventure', 'Casual', 'Indie', 'Simulation']",'metacritic'
I'mitation The Eight Suicide Note,1277970,['Single-player'],['Free to Play'],'metacritic'
HistoryMaker VR,1278000,['Single-player'],['Education'],'metacritic'
Storynth,1278040,"['Single-player', 'Partial Controller Support', 'Steam Cloud']","['Adventure', 'Indie', 'RPG']",'metacritic'
SNOWRIFTERS,1278080,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Steam Leaderboards']","['Action', 'Casual', 'Indie', 'Racing']",'metacritic'
Collection Quest,1278090,"['Single-player', 'Full controller support', 'Captions available', 'Steam Cloud']","['Adventure', 'Indie', 'RPG']",'metacritic'
Stabby Cats,1278100,"['Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']","['Action', 'Indie']",'metacritic'
Death Taxi 3000,1278110,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']","['Casual', 'Indie', 'Racing']",'metacritic'
Delirium,1278140,['Single-player'],"['Action', 'Adventure', 'Indie']",'metacritic'
Jumpala,1278190,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Full controller support', 'Remote Play Together']","['Action', 'Indie', 'Strategy']",'metacritic'
FirstQueen1 NEXT,1277320,"['Single-player', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']","['RPG', 'Simulation', 'Strategy']",'metacritic'
Sunset fighter,1277340,['Single-player'],"['Adventure', 'Racing']",'metacritic'
异界大陆,1277360,['Single-player'],"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",'metacritic'
Death World,1277390,"['Single-player', 'Partial Controller Support']","['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",'metacritic'
斗罗大陆,1277440,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases']","['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",'metacritic'
Skeletal Avenger,1277500,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']","['Action', 'Adventure', 'Indie', 'RPG']",'metacritic'
Re:ZERO -Starting Life in Another World- The Prophecy of the Throne,1277510,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Adventure', 'Strategy']",'metacritic'
Traffic Storm,1277520,"['Single-player', 'Steam Leaderboards']","['Action', 'Casual', 'Indie']",'metacritic'
Hotfix,1274090,"['Single-player', 'Steam Achievements']","['Action', 'Casual', 'Indie', 'Early Access']",'metacritic'
Light: A Maze Game,1274110,['Single-player'],"['Casual', 'Indie']",'metacritic'
One Dreamer: Prologue,1274140,"['Single-player', 'Steam Achievements', 'Steam Leaderboards']","['Free to Play', 'Indie']",'metacritic'
Shoot Covid-19,1274150,['Single-player'],"['Action', 'Simulation']",'metacritic'
Tower Ships,1274180,"['Single-player', 'Steam Achievements']",['Indie'],'metacritic'
南十字作战队,1274190,"['Single-player', 'Full controller support']","['Action', 'Casual', 'Indie']",'metacritic'
Enamored Risks,1274200,"['Single-player', 'Steam Achievements']","['Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation']",'metacritic'
The Song of the Fae,1274210,['Single-player'],"['Indie', 'RPG', 'Strategy']",'metacritic'
Fire for Effect,1274250,['Single-player'],"['Action', 'Casual', 'Indie', 'Strategy']",'metacritic'
Blue Flame,1274280,"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Adventure', 'Indie', 'RPG']",'metacritic'
Cyber Agent,1274300,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Action', 'Indie', 'Simulation']",'metacritic'
东方鬼神玉,1274310,"['Single-player', 'Full controller support']",['Indie'],'metacritic'
ColorsInvaders,1274340,['Single-player'],"['Action', 'Indie']",'metacritic'
幽灵高校,1274360,"['Single-player', 'Partial Controller Support']","['Adventure', 'Free to Play', 'Indie', 'RPG']",'metacritic'
Etheldia Pepper,1274380,['Single-player'],"['Adventure', 'RPG']",'metacritic'
Bud Masters,1274390,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP']","['Casual', 'Strategy', 'Early Access']",'metacritic'
Prisoner Breaker,1274400,['Single-player'],"['Indie', 'Simulation', 'Strategy']",'metacritic'
Human Origin,1274430,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",'metacritic'
Bear Party: Adventure,1274450,"['Single-player', 'Partial Controller Support']","['Action', 'Adventure', 'Free to Play']",'metacritic'
Mysterious World,1273510,['Single-player'],"['Action', 'Adventure', 'Indie']",'metacritic'
The Last Day Defense VR,1273520,"['Single-player', 'Steam Achievements']",['Strategy'],'metacritic'
Endless Savagery,1273530,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['Action', 'Indie']",'metacritic'
Mail Mole,1273540,"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
Fred The Rubber Ducky,1273550,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Adventure', 'Indie']",'metacritic'
Four Rendezvous,1273570,"['Single-player', 'Steam Achievements']","['Adventure', 'Casual', 'Indie']",'metacritic'
燎刃,1273580,['Single-player'],"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG']",'metacritic'
Jumping Joe,1273590,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']","['Action', 'Casual', 'Indie']",'metacritic'
SPACE TOW TRUCK,1273600,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure', 'Indie', 'Simulation']",'metacritic'
Dialogue Designer,1273620,'categories',"['Design & Illustration', 'Utilities', 'Game Development']",'metacritic'
Bring You Home,1273640,['Single-player'],"['Adventure', 'Casual', 'Indie']",'metacritic'
Cendres,1273690,['Single-player'],"['Adventure', 'Indie']",'metacritic'
King of Crabs,1273710,"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'In-App Purchases']","['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Early Access']",'metacritic'
SBX 5K,1273720,"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Leaderboards']","['Action', 'Free to Play', 'Indie', 'Strategy']",'metacritic'
